,Music,Slow songs or fast songs,Movies,History,Psychology,Politics,Mathematics,Science and technology,Reading,Foreign languages,Religion,Passive sport,Active sport,Fun with friends,Smoking,Alcohol,Writing notes,Thinking ahead,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Empathy,Compassion to animals,God,Number of friends,Lying,Achievements,Happiness in life,Interests or hobbies,Finances,Age,Number of siblings,Education,Village - town
519,5.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,3.0,5.0,5.0,tried smoking,drink a lot,1.0,3.0,4.0,1.0,3.0,3.0,2.0,4.0,3.0,3.0,3,only to avoid hurting someone,3.0,4.0,4.0,1.0,19.0,1.0,primary school,city
520,5.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,5.0,former smoker,social drinker,3.0,2.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,3,sometimes,3.0,4.0,4.0,3.0,23.0,1.0,masters degree,city
521,5.0,3.0,5.0,3.0,4.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,5.0,tried smoking,drink a lot,1.0,3.0,4.0,3.0,5.0,5.0,1.0,5.0,5.0,5.0,3,sometimes,3.0,3.0,3.0,1.0,20.0,0.0,secondary school,city
522,5.0,3.0,5.0,2.0,3.0,4.0,1.0,3.0,3.0,4.0,2.0,3.0,4.0,5.0,tried smoking,social drinker,2.0,3.0,3.0,5.0,3.0,2.0,1.0,3.0,2.0,2.0,4,only to avoid hurting someone,3.0,4.0,3.0,3.0,18.0,2.0,secondary school,city
523,5.0,3.0,5.0,2.0,1.0,2.0,,4.0,1.0,,3.0,5.0,5.0,5.0,current smoker,social drinker,3.0,3.0,5.0,1.0,3.0,4.0,1.0,4.0,4.0,3.0,1,only to avoid hurting someone,3.0,4.0,5.0,1.0,19.0,3.0,college/bachelor degree,village
524,5.0,3.0,5.0,3.0,4.0,1.0,3.0,1.0,3.0,3.0,3.0,5.0,1.0,5.0,current smoker,drink a lot,2.0,4.0,5.0,1.0,4.0,4.0,2.0,4.0,5.0,5.0,2,only to avoid hurting someone,1.0,3.0,3.0,4.0,19.0,4.0,secondary school,city
525,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,,,social drinker,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,5.0,5.0,4,sometimes,3.0,3.0,4.0,3.0,28.0,2.0,masters degree,village
526,5.0,4.0,5.0,4.0,3.0,3.0,5.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,tried smoking,social drinker,4.0,4.0,5.0,1.0,4.0,4.0,2.0,2.0,3.0,4.0,4,sometimes,4.0,5.0,5.0,4.0,21.0,1.0,college/bachelor degree,village
527,4.0,5.0,4.0,2.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,current smoker,social drinker,4.0,4.0,4.0,2.0,2.0,3.0,1.0,5.0,1.0,5.0,4,sometimes,2.0,5.0,5.0,4.0,23.0,1.0,masters degree,city
528,5.0,4.0,5.0,2.0,3.0,2.0,5.0,5.0,1.0,3.0,3.0,5.0,5.0,5.0,tried smoking,social drinker,1.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,5.0,4.0,1,only to avoid hurting someone,3.0,2.0,5.0,3.0,20.0,2.0,secondary school,city
529,5.0,2.0,4.0,5.0,3.0,5.0,1.0,2.0,1.0,4.0,1.0,5.0,1.0,4.0,never smoked,social drinker,3.0,5.0,5.0,2.0,5.0,4.0,2.0,5.0,2.0,1.0,3,only to avoid hurting someone,2.0,4.0,2.0,3.0,20.0,1.0,secondary school,city
530,5.0,3.0,4.0,5.0,5.0,2.0,3.0,4.0,2.0,4.0,5.0,1.0,1.0,3.0,former smoker,social drinker,5.0,2.0,3.0,5.0,5.0,2.0,1.0,5.0,5.0,4.0,3,only to avoid hurting someone,4.0,4.0,3.0,4.0,28.0,2.0,secondary school,city
531,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,1.0,4.0,4.0,5.0,3.0,5.0,never smoked,social drinker,1.0,5.0,3.0,2.0,5.0,2.0,1.0,5.0,5.0,3.0,3,only to avoid hurting someone,4.0,5.0,5.0,3.0,22.0,1.0,secondary school,village
532,5.0,3.0,5.0,5.0,3.0,3.0,1.0,3.0,4.0,5.0,1.0,5.0,3.0,5.0,former smoker,drink a lot,3.0,2.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,2.0,3,sometimes,3.0,3.0,5.0,2.0,19.0,0.0,secondary school,city
533,5.0,3.0,5.0,3.0,4.0,2.0,3.0,4.0,4.0,5.0,2.0,5.0,5.0,5.0,former smoker,social drinker,2.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,5.0,5.0,2,sometimes,3.0,3.0,4.0,3.0,21.0,3.0,college/bachelor degree,city
534,5.0,3.0,5.0,3.0,3.0,2.0,1.0,4.0,4.0,3.0,1.0,3.0,1.0,3.0,current smoker,social drinker,4.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,5.0,3.0,2,sometimes,3.0,3.0,2.0,3.0,21.0,1.0,secondary school,city
535,5.0,1.0,5.0,3.0,5.0,4.0,3.0,5.0,1.0,4.0,5.0,4.0,4.0,5.0,current smoker,drink a lot,1.0,1.0,5.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,5,sometimes,4.0,5.0,5.0,1.0,17.0,2.0,secondary school,village
536,5.0,5.0,5.0,3.0,5.0,3.0,1.0,1.0,1.0,5.0,2.0,5.0,5.0,5.0,current smoker,drink a lot,3.0,2.0,3.0,5.0,3.0,5.0,2.0,5.0,5.0,4.0,5,sometimes,4.0,4.0,5.0,1.0,19.0,1.0,college/bachelor degree,city
537,5.0,3.0,5.0,4.0,5.0,5.0,2.0,5.0,1.0,5.0,3.0,5.0,4.0,5.0,tried smoking,drink a lot,5.0,4.0,3.0,1.0,3.0,4.0,3.0,4.0,4.0,5.0,4,sometimes,3.0,3.0,5.0,3.0,25.0,3.0,masters degree,city
538,5.0,3.0,5.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,5.0,tried smoking,social drinker,2.0,2.0,3.0,2.0,5.0,3.0,1.0,3.0,5.0,5.0,5,sometimes,4.0,4.0,4.0,4.0,20.0,1.0,secondary school,village
539,5.0,3.0,5.0,5.0,4.0,5.0,1.0,5.0,2.0,4.0,2.0,3.0,4.0,3.0,current smoker,social drinker,3.0,5.0,4.0,4.0,2.0,3.0,3.0,4.0,5.0,4.0,1,everytime it suits me,3.0,4.0,3.0,1.0,26.0,2.0,college/bachelor degree,city
540,5.0,3.0,5.0,3.0,4.0,3.0,3.0,5.0,4.0,2.0,4.0,5.0,3.0,5.0,former smoker,social drinker,3.0,3.0,4.0,3.0,4.0,3.0,2.0,5.0,5.0,4.0,5,sometimes,3.0,4.0,3.0,3.0,21.0,0.0,secondary school,city
541,5.0,4.0,5.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,5.0,tried smoking,social drinker,3.0,3.0,3.0,2.0,5.0,4.0,2.0,5.0,4.0,5.0,5,sometimes,3.0,5.0,3.0,2.0,20.0,2.0,secondary school,city
542,5.0,3.0,5.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,5.0,5.0,former smoker,drink a lot,4.0,4.0,5.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,4,sometimes,3.0,4.0,5.0,2.0,29.0,1.0,masters degree,city
543,5.0,4.0,5.0,3.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,4.0,tried smoking,social drinker,4.0,4.0,5.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0,4,sometimes,4.0,4.0,4.0,3.0,25.0,1.0,masters degree,city
544,5.0,4.0,5.0,3.0,1.0,2.0,1.0,5.0,3.0,2.0,1.0,1.0,3.0,5.0,former smoker,drink a lot,4.0,3.0,5.0,3.0,1.0,2.0,2.0,1.0,5.0,4.0,5,sometimes,3.0,2.0,2.0,1.0,21.0,2.0,masters degree,city
545,5.0,3.0,5.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,3.0,5.0,former smoker,social drinker,2.0,5.0,3.0,3.0,5.0,5.0,2.0,5.0,5.0,1.0,1,sometimes,3.0,4.0,1.0,3.0,20.0,3.0,secondary school,village
546,5.0,3.0,5.0,3.0,2.0,3.0,4.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,tried smoking,social drinker,5.0,5.0,5.0,2.0,5.0,4.0,2.0,4.0,4.0,4.0,4,sometimes,1.0,5.0,5.0,4.0,27.0,3.0,masters degree,village
547,5.0,4.0,5.0,5.0,3.0,5.0,1.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,current smoker,social drinker,1.0,2.0,4.0,1.0,5.0,5.0,1.0,4.0,5.0,1.0,3,sometimes,2.0,4.0,5.0,3.0,21.0,2.0,secondary school,village
548,4.0,3.0,4.0,2.0,5.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,4.0,never smoked,social drinker,2.0,5.0,4.0,1.0,3.0,1.0,1.0,5.0,3.0,5.0,3,only to avoid hurting someone,2.0,5.0,2.0,4.0,20.0,1.0,secondary school,city
549,5.0,4.0,4.0,2.0,4.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,3.0,current smoker,social drinker,5.0,5.0,5.0,1.0,5.0,3.0,2.0,5.0,5.0,3.0,3,only to avoid hurting someone,3.0,4.0,5.0,3.0,,1.0,college/bachelor degree,village
550,5.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,3.0,4.0,2.0,4.0,tried smoking,social drinker,1.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,5.0,5.0,3,only to avoid hurting someone,3.0,4.0,3.0,1.0,17.0,3.0,primary school,village
551,5.0,4.0,3.0,4.0,3.0,1.0,3.0,2.0,3.0,4.0,5.0,5.0,3.0,5.0,tried smoking,never,3.0,3.0,3.0,1.0,5.0,3.0,2.0,4.0,5.0,5.0,4,sometimes,3.0,4.0,5.0,2.0,16.0,,secondary school,village
552,5.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,former smoker,social drinker,3.0,2.0,4.0,3.0,5.0,3.0,2.0,5.0,3.0,5.0,4,sometimes,1.0,3.0,5.0,3.0,19.0,3.0,secondary school,city
553,3.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,1.0,4.0,3.0,4.0,3.0,5.0,never smoked,social drinker,5.0,4.0,4.0,3.0,4.0,2.0,3.0,5.0,5.0,5.0,3,sometimes,3.0,3.0,2.0,2.0,18.0,1.0,secondary school,village
554,4.0,3.0,4.0,2.0,5.0,3.0,5.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,tried smoking,social drinker,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,2,sometimes,3.0,4.0,4.0,3.0,19.0,0.0,college/bachelor degree,village
555,5.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,5.0,former smoker,social drinker,2.0,5.0,5.0,5.0,5.0,1.0,1.0,3.0,5.0,5.0,2,sometimes,4.0,4.0,2.0,1.0,21.0,1.0,college/bachelor degree,village
556,5.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,4.0,5.0,tried smoking,social drinker,4.0,4.0,5.0,3.0,5.0,3.0,2.0,5.0,4.0,3.0,4,sometimes,2.0,3.0,4.0,3.0,16.0,0.0,secondary school,city
557,5.0,3.0,5.0,5.0,4.0,1.0,1.0,3.0,3.0,5.0,1.0,3.0,1.0,5.0,tried smoking,social drinker,5.0,3.0,4.0,2.0,5.0,4.0,1.0,5.0,5.0,3.0,5,sometimes,4.0,4.0,3.0,4.0,20.0,2.0,college/bachelor degree,city
558,,2.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,5.0,never smoked,social drinker,4.0,4.0,4.0,1.0,5.0,3.0,2.0,5.0,5.0,5.0,4,sometimes,2.0,5.0,4.0,2.0,19.0,2.0,primary school,city
559,5.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,5.0,current smoker,social drinker,5.0,2.0,3.0,1.0,5.0,3.0,1.0,3.0,5.0,3.0,5,only to avoid hurting someone,1.0,3.0,3.0,3.0,20.0,1.0,secondary school,village
560,5.0,5.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,4.0,4.0,1.0,5.0,,never smoked,social drinker,5.0,5.0,4.0,1.0,2.0,5.0,5.0,3.0,3.0,5.0,5,everytime it suits me,2.0,5.0,4.0,4.0,16.0,2.0,currently a primary school pupil,village
561,5.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,tried smoking,never,5.0,4.0,5.0,3.0,5.0,3.0,1.0,5.0,5.0,5.0,3,only to avoid hurting someone,3.0,4.0,3.0,5.0,20.0,1.0,secondary school,city
562,5.0,5.0,5.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,5.0,5.0,5.0,tried smoking,social drinker,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5,everytime it suits me,2.0,3.0,3.0,3.0,18.0,0.0,currently a primary school pupil,village
563,5.0,4.0,5.0,5.0,2.0,1.0,1.0,4.0,1.0,5.0,1.0,5.0,5.0,4.0,tried smoking,never,3.0,4.0,4.0,4.0,2.0,5.0,3.0,4.0,3.0,1.0,5,sometimes,1.0,5.0,5.0,1.0,20.0,1.0,secondary school,village
564,5.0,5.0,5.0,3.0,1.0,5.0,2.0,5.0,1.0,5.0,1.0,3.0,5.0,5.0,tried smoking,social drinker,3.0,3.0,5.0,5.0,3.0,2.0,1.0,2.0,5.0,3.0,4,sometimes,2.0,4.0,5.0,4.0,20.0,2.0,college/bachelor degree,village
565,5.0,3.0,5.0,1.0,3.0,1.0,2.0,2.0,5.0,5.0,1.0,5.0,5.0,5.0,former smoker,social drinker,3.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3,only to avoid hurting someone,3.0,1.0,3.0,3.0,16.0,2.0,primary school,city
566,5.0,3.0,5.0,4.0,4.0,2.0,3.0,2.0,5.0,2.0,3.0,5.0,1.0,4.0,never smoked,social drinker,3.0,4.0,2.0,1.0,1.0,3.0,4.0,5.0,5.0,2.0,3,everytime it suits me,3.0,3.0,3.0,3.0,19.0,1.0,secondary school,village
567,5.0,4.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,4.0,4.0,4.0,,drink a lot,2.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,3,everytime it suits me,2.0,4.0,4.0,2.0,19.0,1.0,secondary school,city
568,5.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,5.0,2.0,5.0,tried smoking,social drinker,5.0,3.0,4.0,5.0,3.0,5.0,2.0,5.0,5.0,2.0,4,sometimes,3.0,4.0,2.0,3.0,23.0,1.0,college/bachelor degree,city
569,5.0,3.0,5.0,4.0,5.0,4.0,3.0,2.0,2.0,4.0,2.0,5.0,5.0,5.0,tried smoking,social drinker,1.0,3.0,3.0,3.0,4.0,3.0,1.0,5.0,4.0,3.0,5,sometimes,3.0,4.0,4.0,3.0,20.0,1.0,college/bachelor degree,city
570,5.0,3.0,5.0,4.0,3.0,2.0,1.0,4.0,1.0,5.0,1.0,5.0,5.0,4.0,former smoker,social drinker,2.0,3.0,4.0,5.0,1.0,3.0,2.0,3.0,3.0,3.0,5,sometimes,3.0,4.0,3.0,3.0,23.0,4.0,secondary school,village
571,3.0,5.0,4.0,1.0,2.0,1.0,4.0,1.0,4.0,5.0,3.0,3.0,5.0,5.0,current smoker,never,5.0,,5.0,5.0,5.0,3.0,4.0,2.0,4.0,5.0,4,only to avoid hurting someone,1.0,4.0,5.0,5.0,19.0,2.0,currently a primary school pupil,village
572,5.0,3.0,4.0,2.0,4.0,2.0,3.0,5.0,2.0,3.0,1.0,5.0,5.0,5.0,tried smoking,social drinker,2.0,4.0,5.0,1.0,5.0,3.0,1.0,4.0,5.0,3.0,4,sometimes,3.0,4.0,5.0,5.0,22.0,3.0,college/bachelor degree,city
573,4.0,3.0,5.0,3.0,1.0,1.0,1.0,3.0,1.0,5.0,3.0,5.0,5.0,5.0,never smoked,social drinker,1.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,4,everytime it suits me,3.0,4.0,5.0,1.0,17.0,3.0,primary school,city
574,5.0,5.0,5.0,3.0,3.0,2.0,1.0,4.0,1.0,5.0,1.0,5.0,5.0,5.0,never smoked,social drinker,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,5.0,3.0,1,only to avoid hurting someone,3.0,3.0,3.0,3.0,20.0,1.0,secondary school,village
575,5.0,4.0,4.0,2.0,5.0,2.0,2.0,5.0,5.0,4.0,2.0,3.0,5.0,5.0,tried smoking,social drinker,4.0,4.0,4.0,1.0,3.0,2.0,1.0,5.0,3.0,4.0,2,only to avoid hurting someone,4.0,3.0,4.0,4.0,21.0,1.0,secondary school,city
576,5.0,3.0,5.0,3.0,2.0,2.0,3.0,5.0,1.0,3.0,1.0,5.0,5.0,5.0,tried smoking,drink a lot,3.0,3.0,4.0,1.0,3.0,3.0,1.0,3.0,4.0,1.0,3,only to avoid hurting someone,3.0,4.0,5.0,1.0,21.0,3.0,secondary school,city
577,5.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,1.0,3.0,3.0,5.0,former smoker,social drinker,2.0,3.0,4.0,3.0,5.0,4.0,1.0,3.0,4.0,2.0,5,only to avoid hurting someone,2.0,3.0,4.0,3.0,19.0,1.0,secondary school,city
578,5.0,3.0,5.0,2.0,2.0,1.0,1.0,5.0,5.0,5.0,1.0,5.0,1.0,4.0,never smoked,social drinker,2.0,3.0,4.0,3.0,5.0,4.0,2.0,5.0,5.0,2.0,3,only to avoid hurting someone,3.0,4.0,3.0,3.0,20.0,0.0,secondary school,village
579,5.0,3.0,5.0,5.0,5.0,2.0,5.0,4.0,2.0,3.0,1.0,5.0,5.0,5.0,never smoked,social drinker,2.0,4.0,3.0,1.0,5.0,3.0,1.0,5.0,2.0,3.0,4,only to avoid hurting someone,3.0,3.0,3.0,1.0,19.0,0.0,college/bachelor degree,city
580,5.0,3.0,5.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,5.0,3.0,tried smoking,social drinker,1.0,4.0,5.0,2.0,3.0,3.0,1.0,3.0,4.0,1.0,3,only to avoid hurting someone,4.0,3.0,5.0,5.0,21.0,0.0,secondary school,city
581,5.0,4.0,4.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,5.0,4.0,5.0,current smoker,drink a lot,4.0,2.0,4.0,3.0,5.0,3.0,1.0,5.0,4.0,2.0,4,sometimes,3.0,4.0,3.0,4.0,22.0,1.0,secondary school,city
582,3.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,2.0,5.0,2.0,5.0,never smoked,drink a lot,3.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,4,sometimes,4.0,4.0,4.0,5.0,22.0,3.0,college/bachelor degree,city
583,5.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,tried smoking,social drinker,4.0,2.0,3.0,4.0,5.0,4.0,2.0,5.0,4.0,4.0,3,sometimes,4.0,2.0,5.0,3.0,22.0,1.0,college/bachelor degree,city
584,5.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,current smoker,drink a lot,3.0,1.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,2,sometimes,3.0,4.0,1.0,2.0,28.0,1.0,masters degree,city
585,5.0,3.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,5.0,5.0,tried smoking,social drinker,5.0,4.0,4.0,3.0,4.0,4.0,1.0,5.0,5.0,3.0,3,only to avoid hurting someone,2.0,3.0,3.0,3.0,21.0,1.0,secondary school,city
586,5.0,5.0,5.0,4.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,never smoked,never,2.0,2.0,3.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,3,everytime it suits me,3.0,4.0,5.0,2.0,21.0,2.0,college/bachelor degree,village
587,5.0,3.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,5.0,5.0,former smoker,drink a lot,2.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4,sometimes,4.0,3.0,4.0,2.0,17.0,3.0,primary school,city
588,5.0,3.0,5.0,3.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,5.0,5.0,tried smoking,social drinker,5.0,3.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0,4.0,3,only to avoid hurting someone,3.0,4.0,5.0,2.0,21.0,1.0,secondary school,city
589,5.0,4.0,5.0,5.0,4.0,3.0,1.0,4.0,4.0,4.0,1.0,3.0,5.0,5.0,current smoker,social drinker,1.0,5.0,4.0,1.0,4.0,3.0,3.0,3.0,5.0,3.0,4,only to avoid hurting someone,3.0,4.0,4.0,1.0,17.0,1.0,primary school,village
590,5.0,3.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,2.0,4.0,5.0,never smoked,drink a lot,4.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,4.0,1.0,3,sometimes,4.0,4.0,4.0,2.0,28.0,1.0,masters degree,city
591,4.0,3.0,3.0,3.0,5.0,4.0,1.0,4.0,3.0,5.0,2.0,3.0,5.0,3.0,current smoker,social drinker,5.0,5.0,4.0,3.0,3.0,3.0,1.0,5.0,3.0,3.0,3,sometimes,4.0,5.0,5.0,4.0,20.0,1.0,college/bachelor degree,city
592,5.0,3.0,4.0,3.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,tried smoking,never,5.0,3.0,5.0,1.0,3.0,3.0,1.0,5.0,5.0,4.0,3,sometimes,3.0,3.0,3.0,3.0,19.0,0.0,secondary school,city
593,5.0,3.0,4.0,2.0,4.0,1.0,1.0,3.0,4.0,3.0,1.0,5.0,2.0,5.0,tried smoking,social drinker,3.0,2.0,4.0,2.0,3.0,3.0,1.0,3.0,5.0,2.0,3,sometimes,3.0,4.0,3.0,4.0,21.0,1.0,secondary school,city
594,5.0,3.0,4.0,5.0,4.0,2.0,2.0,3.0,5.0,5.0,2.0,1.0,3.0,5.0,current smoker,never,1.0,4.0,4.0,5.0,5.0,2.0,1.0,3.0,5.0,2.0,4,sometimes,4.0,3.0,5.0,2.0,23.0,1.0,college/bachelor degree,city
595,5.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,4.0,4.0,5.0,2.0,4.0,3.0,current smoker,drink a lot,1.0,5.0,1.0,5.0,1.0,3.0,3.0,4.0,1.0,4.0,2,everytime it suits me,3.0,1.0,4.0,1.0,17.0,1.0,primary school,village
596,5.0,3.0,3.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,4.0,current smoker,drink a lot,2.0,3.0,4.0,3.0,5.0,5.0,2.0,2.0,3.0,3.0,3,only to avoid hurting someone,2.0,4.0,3.0,4.0,20.0,0.0,primary school,city
597,5.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,tried smoking,social drinker,1.0,3.0,5.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,2,never,3.0,4.0,3.0,3.0,19.0,1.0,secondary school,city
598,4.0,3.0,5.0,3.0,2.0,1.0,2.0,5.0,1.0,3.0,1.0,5.0,3.0,4.0,never smoked,never,2.0,4.0,5.0,4.0,5.0,4.0,2.0,4.0,5.0,1.0,4,only to avoid hurting someone,3.0,4.0,3.0,5.0,19.0,1.0,secondary school,city
599,5.0,4.0,5.0,4.0,3.0,3.0,4.0,2.0,1.0,3.0,3.0,5.0,4.0,5.0,never smoked,drink a lot,2.0,2.0,4.0,2.0,5.0,4.0,2.0,3.0,4.0,5.0,4,sometimes,3.0,5.0,4.0,2.0,19.0,1.0,secondary school,city
600,5.0,3.0,5.0,2.0,5.0,3.0,1.0,2.0,5.0,2.0,1.0,5.0,3.0,5.0,current smoker,social drinker,2.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,5.0,4,sometimes,4.0,4.0,2.0,3.0,18.0,0.0,secondary school,city
601,5.0,3.0,5.0,3.0,3.0,1.0,2.0,1.0,3.0,5.0,5.0,2.0,2.0,5.0,tried smoking,social drinker,2.0,3.0,4.0,3.0,5.0,3.0,2.0,4.0,5.0,5.0,5,sometimes,3.0,4.0,5.0,3.0,19.0,1.0,secondary school,village
602,4.0,4.0,5.0,4.0,4.0,3.0,2.0,4.0,1.0,3.0,3.0,5.0,5.0,5.0,former smoker,drink a lot,2.0,2.0,5.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0,5,everytime it suits me,3.0,5.0,4.0,5.0,22.0,1.0,secondary school,village
603,5.0,4.0,,3.0,2.0,2.0,2.0,4.0,1.0,4.0,2.0,3.0,5.0,5.0,former smoker,social drinker,3.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,5.0,2.0,3,sometimes,4.0,4.0,3.0,3.0,21.0,1.0,secondary school,city
604,5.0,3.0,5.0,5.0,5.0,1.0,1.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,current smoker,social drinker,3.0,3.0,4.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,3,only to avoid hurting someone,1.0,3.0,5.0,3.0,21.0,1.0,secondary school,city
605,5.0,3.0,5.0,3.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,5.0,5.0,4.0,never smoked,social drinker,4.0,4.0,5.0,1.0,3.0,5.0,1.0,4.0,5.0,2.0,4,only to avoid hurting someone,4.0,5.0,5.0,3.0,21.0,1.0,college/bachelor degree,village
606,4.0,3.0,5.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,4.0,3.0,1.0,4.0,never smoked,never,3.0,4.0,5.0,2.0,4.0,4.0,3.0,3.0,5.0,4.0,3,only to avoid hurting someone,3.0,3.0,2.0,4.0,22.0,1.0,secondary school,village
607,3.0,3.0,4.0,4.0,3.0,5.0,1.0,5.0,5.0,3.0,3.0,2.0,2.0,5.0,current smoker,drink a lot,4.0,5.0,4.0,1.0,2.0,1.0,1.0,,5.0,3.0,3,sometimes,3.0,4.0,3.0,3.0,19.0,1.0,secondary school,city
608,3.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,current smoker,drink a lot,2.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,5.0,1.0,4,only to avoid hurting someone,4.0,4.0,4.0,3.0,25.0,1.0,secondary school,city
609,4.0,3.0,3.0,5.0,5.0,2.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,never smoked,,4.0,4.0,5.0,2.0,5.0,4.0,2.0,4.0,2.0,5.0,4,sometimes,3.0,5.0,5.0,4.0,18.0,2.0,currently a primary school pupil,city
610,5.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,5.0,1.0,2.0,3.0,5.0,current smoker,social drinker,2.0,3.0,4.0,4.0,5.0,4.0,1.0,4.0,5.0,2.0,3,sometimes,3.0,2.0,3.0,3.0,20.0,1.0,secondary school,city
